UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,PERSON_SEX,Year
12854097,4692817,2024-01-05,8:42,0879f41c-9c10-4d64-8f02-4d0bbcc76d9f,Occupant,Unspecified,20580308.0,36.0,,,,,,,,,Registrant,,,F,2024
12854398,4693071,2024-01-05,10:00,bf79a455-d7a9-472d-adc3-fb54077d727a,Occupant,Unspecified,20580482.0,62.0,,,,,,,,,Registrant,,,M,2024
12855270,4692967,2024-01-05,15:00,e454c163-b1db-40a9-9794-b2b1b8f521f1,Occupant,Unspecified,20580965.0,,,,,,,,,,Registrant,,,,2024
12854117,4692839,2024-01-05,8:50,9b8801fa-d347-456d-97c3-9d0c998be124,Occupant,Unspecified,20580316.0,29.0,,,,,,,,,Registrant,,,M,2024
12855643,4693320,2024-01-05,0:05,0eb64a99-e30c-408d-8764-06b74669f0bb,Occupant,Unspecified,20581193.0,49.0,,,,,,,,,Registrant,,,M,2024
12856549,4693461,2024-01-05,8:10,263dc87b-0c38-4085-97c2-3a79e9f6b624,Occupant,Unspecified,20581674.0,,,,,,,,,,Registrant,,,,2024
12854012,4692925,2024-01-05,11:10,cc0b0bef-f84b-4b3d-998f-5d5f068c8932,Occupant,Injured,20580261.0,20.0,Not Ejected,Conscious,Chest,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Complaint of Pain or Nausea,Passenger,,,F,2024
12854503,4693078,2024-01-05,15:00,ffff6e3b-68c7-4622-b607-0798acf61b52,Occupant,Unspecified,20580542.0,59.0,Not Ejected,Does Not Apply,Does Not Apply,Right rear passenger or motorcycle sidecar passenger,Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,2024
12855428,4693222,2024-01-05,17:45,0060535a-0cc1-4764-b5e2-74639750af63,Occupant,Unspecified,20581065.0,54.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F,2024
12854407,4692956,2024-01-05,13:25,f1c18910-5f4b-401f-ba07-6680155f1308,Occupant,Unspecified,20580486.0,63.0,,,,,,,,,Registrant,,,M,2024
12854156,4692896,2024-01-05,17:53,3b8a7900-1164-483c-9068-9a2d59a61130,Occupant,Injured,20580340.0,45.0,Ejected,Conscious,Entire Body,Riding/Hanging on Outside,Helmet (Motorcycle Only),,,Complaint of Pain or Nausea,Driver,,,M,2024
12855220,4693323,2024-01-05,9:39,08adf1da-bd65-4250-af20-b5319cc1c21f,Occupant,Unspecified,20580940.0,36.0,,,,,,,,,Registrant,,,F,2024
12855599,4693303,2024-01-05,17:06,217870d2-6a9e-4209-847a-323c3216b491,Occupant,Unspecified,20581162.0,40.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,2024
12854114,4692839,2024-01-05,8:50,358f9c36-eeaa-470a-8143-837d0d58491b,Occupant,Unspecified,20580316.0,29.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12854019,4692853,2024-01-05,8:25,ac9c7999-fb72-40a2-b01a-685bbd296e61,Occupant,Unspecified,20580264.0,4.0,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt,,,Does Not Apply,Passenger,,,M,2024
12854165,4692814,2024-01-05,10:08,020abad5-f0af-402f-829a-5b15c6b698a4,Occupant,Unspecified,20580346.0,73.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12854612,4692975,2024-01-05,3:50,cc524a29-9dc2-4188-8b93-19f474d1d114,Occupant,Unspecified,20580604.0,25.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12854016,4692853,2024-01-05,8:25,4a1897d8-5b2b-4c81-854d-1494009253be,Occupant,Unspecified,20580264.0,4.0,Not Ejected,Does Not Apply,Does Not Apply,"Any person in the rear of a station wagon, pick-up truck, all passengers on a bus, etc",Lap Belt,,,Does Not Apply,Passenger,,,M,2024
12853889,4692830,2024-01-05,10:35,92bf4cc4-67ad-45bb-98d3-14ebd328ea15,Occupant,Unspecified,20580185.0,,,,,,,,,,Registrant,,,,2024
12854648,4692971,2024-01-05,18:00,4901e8ea-4226-4b27-ad7b-eb5eaea256c4,Occupant,Unspecified,20580626.0,,,,,,,,,,Registrant,,,U,2024
12853745,4692918,2024-01-05,20:00,9bc64a6b-cb85-4408-a2b9-cd3eb5c50b65,Occupant,Unspecified,20580105.0,78.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,2024
12853840,4692872,2024-01-05,8:30,9cf4e906-a7cb-4c59-aa5c-974fb33329e6,Occupant,Unspecified,20580154.0,20.0,,,,,,,,,Registrant,,,M,2024
12855311,4693275,2024-01-05,7:18,d91ef0c6-9dd0-48c8-a7ce-72a1a4eb75c7,Occupant,Unspecified,20580992.0,39.0,,,,,,,,,Registrant,,,F,2024
12853199,4692721,2024-01-05,1:40,88d709ef-1b55-4bb5-a9ae-0ad4d3c38d8d,Occupant,Unspecified,20579777.0,47.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12853905,4692825,2024-01-05,8:10,7d56a354-425f-48c9-aa65-cd6238f95633,Occupant,Unspecified,20580197.0,,,,,,,,,,Registrant,,,M,2024
12854420,4692909,2024-01-05,12:30,495d78e4-289f-42b0-8a18-c8b43cdbdcad,Occupant,Unspecified,20580497.0,39.0,,,,,,,,,Registrant,,,F,2024
12853973,4692889,2024-01-05,16:25,7cd02d17-8c79-4935-96f2-54abd2e23a54,Occupant,Injured,20580243.0,40.0,Not Ejected,Conscious,Back,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M,2024
12855766,4693196,2024-01-05,15:51,bca06a58-34f2-407d-ab0a-7ac5097e2b8e,Occupant,Injured,20581262.0,24.0,Not Ejected,Shock,Knee-Lower Leg Foot,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Contusion - Bruise,Passenger,,,F,2024
12854657,4692988,2024-01-05,11:35,10966338-846a-49ed-92b3-f0dc6824e7c7,Occupant,Unspecified,20580631.0,47.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F,2024
12854094,4692817,2024-01-05,8:42,d6242168-aca2-48ef-ae2a-4eadbefba06f,Occupant,Unspecified,20580308.0,36.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12855703,4693291,2024-01-05,12:44,8941c4b0-f007-446f-b437-51325c83564a,Occupant,Unspecified,20581226.0,63.0,,,,,,,,,Registrant,,,M,2024
12855124,4693219,2024-01-05,19:47,807d7f02-fd41-4e18-a876-008ceaf65991,Occupant,Unspecified,20580891.0,53.0,,,,,,,,,Registrant,,,M,2024
12855123,4693219,2024-01-05,19:47,361f33cf-4935-413b-90c6-0aee03a54b15,Pedestrian,Injured,,24.0,,Conscious,Head,,,Pedestrian/Bicyclist/Other Pedestrian at Intersection,Crossing With Signal,None Visible,Pedestrian,Unspecified,Unspecified,M,2024
12855627,4693319,2024-01-05,15:45,9a247508-84db-4879-8111-6eaaefcfa2d6,Occupant,Unspecified,20581181.0,30.0,,,,,,,,,Registrant,,,M,2024
12853935,4692865,2024-01-05,14:06,1e2eb329-e3f7-4d34-bc75-dd7eceba949b,Occupant,Unspecified,20580223.0,24.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,M,2024
12854493,4693023,2024-01-05,19:40,d8369018-9f91-477d-bef3-6f4b4828c96a,Occupant,Unspecified,20580537.0,,,,,,,,,,Registrant,,,,2024
12855934,4693162,2024-01-05,23:54,140b09d3-0fa9-4cb1-9cd1-cb5b6f604b84,Occupant,Unspecified,20581362.0,68.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Unknown,,,Does Not Apply,Driver,,,M,2024
12855651,4693306,2024-01-05,19:47,07a84c1f-c88b-4806-a1d3-3e94ffbd3024,Occupant,Unspecified,20581197.0,39.0,,,,,,,,,Registrant,,,M,2024
12855749,4693353,2024-01-05,7:55,47f78075-8c8f-406a-91f1-be2347fd0c7c,Occupant,Unspecified,20581253.0,21.0,Not Ejected,Does Not Apply,Does Not Apply,"Left rear passenger, or rear passenger on a bicycle, motorcycle, snowmobile",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,2024
12853821,4692877,2024-01-05,12:50,ad3e9d24-3d53-4707-bf13-da49b54f06f5,Occupant,Unspecified,20580149.0,,,,,,,,,,Registrant,,,U,2024
12854163,4692814,2024-01-05,10:08,c71347f1-bfc5-4867-bc41-a9d111737764,Occupant,Unspecified,20580345.0,40.0,,,,,,,,,Registrant,,,M,2024
12854486,4692970,2024-01-05,8:53,e0baa92b-960c-42b0-a2c1-5c0fac6316e4,Occupant,Unspecified,20580533.0,35.0,,,,,,,,,Registrant,,,F,2024
12855221,4693323,2024-01-05,9:39,df7a0187-997b-41a0-83ae-6a66031fa3bd,Occupant,Unspecified,20580940.0,36.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,,,,Does Not Apply,Driver,,,F,2024
12854103,4692879,2024-01-05,15:02,ce995680-abbe-4aba-a82c-440beb84f8c6,Occupant,Unspecified,20580313.0,53.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12854032,4692842,2024-01-05,7:41,6bb36092-33f9-4869-9ad5-f9216da3b6c9,Occupant,Unspecified,20580269.0,25.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,2024
12854009,4692925,2024-01-05,11:10,d163d96f-d10d-40bb-9825-23c69f7b5f6a,Occupant,Unspecified,20580261.0,25.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12855586,4693136,2024-01-05,10:30,fdb1a864-0f3d-424d-8209-676778b43fda,Occupant,Unspecified,20581154.0,51.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt & Harness,,,Does Not Apply,Passenger,,,F,2024
12855912,4693375,2024-01-05,13:00,bd380738-f2db-4a02-8777-4bb7664bc298,Occupant,Unspecified,20581350.0,34.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12854726,4693014,2024-01-05,17:45,7858eb9d-fe76-47a6-95fb-5785e5541d63,Occupant,Unspecified,20580669.0,60.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12854704,4692961,2024-01-05,18:42,7d708f87-8fef-4da9-af71-5d276aaa4f8a,Occupant,Unspecified,20580652.0,34.0,,,,,,,,,Registrant,,,M,2024
12854442,4692957,2024-01-05,23:12,ba51b259-71ed-453c-af58-816278275312,Occupant,Unspecified,20580506.0,36.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Lap Belt,,,Does Not Apply,Passenger,,,M,2024
12854645,4692971,2024-01-05,18:00,dd0da46f-08ab-4fdd-8e70-d823bb8d0abf,Occupant,Injured,20580627.0,29.0,Not Ejected,Conscious,Knee-Lower Leg Foot,Driver,Unknown,,,Complaint of Pain or Nausea,Driver,,,M,2024
