UNIQUE_ID,COLLISION_ID,CRASH_DATE,CRASH_TIME,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,PED_LOCATION,PED_ACTION,COMPLAINT,PED_ROLE,CONTRIBUTING_FACTOR_1,CONTRIBUTING_FACTOR_2,PERSON_SEX,Year
12858579,4692676,2024-01-04,8:00,f9095068-62cf-4ac2-ad87-bd2a9b1ebbc6,Occupant,Unspecified,20582776.0,,,,,,,,,,Registrant,,,,2024
12852854,4692732,2024-01-04,14:20,b143b8fb-86e9-4a6c-983b-a8bf90c91481,Occupant,Unspecified,20579584.0,59.0,,,,,,,,,Registrant,,,M,2024
12853356,4692662,2024-01-04,14:28,bcf7a2f7-cb4a-4f9b-89ac-b59ee98f628e,Occupant,Unspecified,20579855.0,74.0,,,,,,,,,Registrant,,,F,2024
12853231,4692704,2024-01-04,20:11,6df4adfd-bee5-40c7-a728-1a238bfd7cee,Occupant,Unspecified,20579790.0,71.0,,,,,,,,,Registrant,,,F,2024
12855005,4692494,2024-01-04,2:10,998fe4e0-4c8e-49ec-95bf-b30f9b482d09,Occupant,Unspecified,20580831.0,,,,,,,,,,Registrant,,,,2024
12853340,4692718,2024-01-04,17:13,7b5de3a5-4f33-49b8-9207-304f2394ab63,Occupant,Unspecified,20579846.0,,,,,,,,,,Registrant,,,,2024
12855377,4693192,2024-01-04,9:57,780f9702-f5ca-46ae-8174-57737f88d969,Occupant,Unspecified,20581035.0,33.0,,,,,,,,,Registrant,,,F,2024
12852675,4692762,2024-01-04,10:05,54d2c0bf-de4a-4a5f-bd32-aa5d07992305,Occupant,Unspecified,20579488.0,,,,,,,,,,Registrant,,,,2024
12852887,4692630,2024-01-04,12:55,8ccb91c4-c360-42b8-b6fc-9b163b760d54,Occupant,Unspecified,20579602.0,,,,,,,,,,Registrant,,,,2024
12855886,4693247,2024-01-04,8:00,571d681f-177d-4aa0-8aa9-c36953dc13f4,Occupant,Unspecified,20581337.0,,,,,,,,,,Registrant,,,U,2024
12852696,4692689,2024-01-04,11:00,3f057a64-ec02-4db1-b21b-b81c1584d389,Occupant,Unspecified,20579501.0,,,,,,,,,,Registrant,,,,2024
12852952,4692692,2024-01-04,18:15,5e12b9ba-e7d2-4f8d-b26a-3ac6f68a4869,Occupant,Unspecified,20579643.0,46.0,,,,,,,,,Registrant,,,F,2024
12864123,4692835,2024-01-04,10:15,5e089a29-e902-4771-bac2-b5d3377303da,Occupant,Unspecified,20585945.0,40.0,,,,,,,,,Registrant,,,M,2024
12852873,4692598,2024-01-04,0:48,4e2163a9-bb2b-4797-bfc1-7d8e2b2de91d,Occupant,Unspecified,20579588.0,40.0,,,,,,,,,Registrant,,,F,2024
12853890,4692804,2024-01-04,16:07,bb9523ed-a2cb-4697-a674-d610de8ffe9e,Occupant,Unspecified,20580187.0,68.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,F,2024
12853359,4692651,2024-01-04,11:00,4f5daa3c-95e3-40b8-a8d0-dcc4b8a9ac8f,Occupant,Unspecified,20579856.0,45.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,,,,Does Not Apply,Driver,,,F,2024
12852955,4692764,2024-01-04,20:15,86ae1eab-f463-495f-8eb4-ebb5af4ce412,Occupant,Unspecified,20579647.0,34.0,,,,,,,,,Registrant,,,M,2024
12853384,4692758,2024-01-04,14:40,b1df1bac-5fff-4e4e-b82c-b4fc949e73d5,Occupant,Unspecified,20579873.0,64.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt,,,Does Not Apply,Driver,,,M,2024
12854171,4692811,2024-01-04,10:55,499b15b7-1bb6-4d1c-a94e-e79b8a59f19a,Occupant,Injured,,41.0,Ejected,Conscious,Elbow-Lower-Arm-Hand,Driver,,Pedestrian/Bicyclist/Other Pedestrian Not at Intersection,Other Actions in Roadway,Minor Bleeding,Other,Unspecified,Unspecified,F,2024
12853945,4692801,2024-01-04,1:30,f1d295fc-b9cb-4872-99b2-0483812b3415,Occupant,Unspecified,20580227.0,,,,,,,,,,Registrant,,,U,2024
12854611,4692954,2024-01-04,15:45,47d415ac-cf2f-4061-aec1-39aef2afad3f,Occupant,Unspecified,20580602.0,73.0,,,,,,,,,Registrant,,,F,2024
12854678,4693024,2024-01-04,14:17,fd0a2c5b-4a1e-4694-a346-0d98eda68829,Occupant,Unspecified,20580640.0,43.0,,,,,,,,,Registrant,,,F,2024
12853011,4692763,2024-01-04,20:35,c9517e83-faaa-4958-88dc-53f898ae62f5,Occupant,Unspecified,20579675.0,51.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12853077,4692646,2024-01-04,8:43,17cb8b0d-f504-46dc-8ade-d12b36047451,Occupant,Unspecified,20579711.0,30.0,,,,,,,,,Registrant,,,M,2024
12853802,4692836,2024-01-04,9:30,6c64d5c9-30fb-4317-9688-ecb81b8c43c7,Occupant,Unspecified,20580135.0,19.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12853951,4692810,2024-01-04,14:00,ab53848e-c426-4659-b382-b88d7505d43c,Occupant,Injured,20580233.0,56.0,Not Ejected,Conscious,Head,Driver,Lap Belt & Harness,,,Complaint of Pain or Nausea,Driver,,,M,2024
12854340,4693042,2024-01-04,8:00,af1ffc82-502b-4c20-bcfb-0dd0a98dc192,Occupant,Unspecified,20580449.0,45.0,,,,,,,,,Registrant,,,M,2024
12852935,4692767,2024-01-04,10:13,cd20d1e2-2376-4b9a-bad5-c15ee8e06d7a,Occupant,Unspecified,20579632.0,42.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12855206,4693226,2024-01-04,23:14,9f014994-2c1c-472a-8740-c8ab1a9672ee,Occupant,Unspecified,20580932.0,,,,,,,,,,Registrant,,,M,2024
12853363,4692568,2024-01-04,8:45,81958ad0-c214-4661-a6d6-4e5efc7be0a5,Occupant,Unspecified,20579858.0,,,,,,,,,,Registrant,,,M,2024
12852929,4692767,2024-01-04,10:13,432c7901-ab09-463d-937a-25701c1ecda4,Occupant,Unspecified,20579635.0,21.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12853362,4692568,2024-01-04,8:45,38494cfd-8e98-491b-98d2-da81f474922d,Occupant,Unspecified,20579858.0,22.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12854069,4692838,2024-01-04,17:30,2680b295-a8fc-4770-ad35-ef29ca9d75da,Occupant,Unspecified,20580291.0,61.0,Not Ejected,Does Not Apply,Does Not Apply,Unknown,,,,Does Not Apply,Driver,,,F,2024
12854376,4692964,2024-01-04,15:55,a7b82bc7-920f-4c0e-9fcd-5c75a510bc57,Occupant,Unspecified,20580473.0,26.0,,,,,,,,,Registrant,,,F,2024
12853872,4692798,2024-01-04,8:50,ff38b86b-6810-4f74-98c8-65dbadda344a,Occupant,Unspecified,20580176.0,26.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12855238,4693107,2024-01-04,16:10,47e088c7-426f-40d1-8753-6b559385470f,Occupant,Unspecified,20580947.0,,,,,,,,,,Registrant,,,M,2024
12854448,4692963,2024-01-04,21:25,36ca07b7-0049-4e67-873e-09a7be8327de,Other Motorized,Injured,20580510.0,23.0,Partially Ejected,Conscious,Entire Body,Driver,Unknown,,,Complaint of Pain or Nausea,Driver,,,M,2024
12852704,4692759,2024-01-04,17:35,c33ef87d-0c75-45a4-b1ae-0ca45cdc4d61,Occupant,Unspecified,20579507.0,41.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,,,,Does Not Apply,Driver,,,M,2024
12852926,4692749,2024-01-04,7:40,09ec5c60-60fe-4626-be05-2e5875d9f104,Occupant,Unspecified,20579629.0,36.0,,,,,,,,,Registrant,,,F,2024
12853261,4692784,2024-01-04,8:57,90a9328d-37c4-49f3-ba2a-3d08c9188475,Occupant,Unspecified,20579807.0,34.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12855655,4693110,2024-01-04,12:58,7fce119f-4a72-4c22-a293-53648fa4d1c2,Occupant,Unspecified,20581198.0,25.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12855384,4693300,2024-01-04,23:15,7a5e2611-c93d-442e-922b-96a590163694,Occupant,Injured,20581039.0,51.0,Not Ejected,Conscious,Entire Body,Driver,Unknown,,,Complaint of Pain or Nausea,Driver,,,M,2024
12855853,4693387,2024-01-04,18:09,b8402f1c-a658-407b-9169-3a3cad666b04,Occupant,Injured,20581318.0,78.0,Not Ejected,Conscious,Back,Right rear passenger or motorcycle sidecar passenger,Unknown,,,None Visible,Passenger,,,F,2024
12855695,4693248,2024-01-04,20:36,88314a76-0450-4e42-b28d-2fdc3fa03c1b,Occupant,Unspecified,20581225.0,65.0,,,,,,,,,Registrant,,,M,2024
12852761,4692565,2024-01-04,6:45,618d8054-a42a-445e-806f-51a25c1370e8,Occupant,Unspecified,20579542.0,52.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12853940,4692796,2024-01-04,12:24,e5ef284e-7d21-442c-92a7-3ae1f7bc564c,Occupant,Injured,20580226.0,22.0,Not Ejected,Conscious,Neck,Right rear passenger or motorcycle sidecar passenger,Unknown,,,Complaint of Pain or Nausea,Passenger,,,F,2024
12853204,4692681,2024-01-04,18:22,4514b507-455d-4e0b-955c-9086027b8e05,Occupant,Unspecified,20579779.0,19.0,,,,,,,,,Registrant,,,M,2024
12853097,4692499,2024-01-04,2:15,03269774-cf93-4855-b911-af84cbb8327f,Occupant,Unspecified,20579720.0,38.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12852927,4692767,2024-01-04,10:13,6d215f29-8d57-414d-8994-26aed3219370,Occupant,Unspecified,20579631.0,27.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12853141,4692710,2024-01-04,7:09,78243925-4f86-4136-a1c2-293099588313,Occupant,Unspecified,20579745.0,,,,,,,,,,Registrant,,,M,2024
12853873,4692798,2024-01-04,8:50,53ddfb72-99c1-49fd-8888-68bc9c7da344,Occupant,Unspecified,20580178.0,39.0,,,,,,,,,Registrant,,,F,2024
12853116,4692526,2024-01-04,2:15,e050a6f2-e6b1-4fa8-80f4-4da163a57f80,Occupant,Injured,20579730.0,20.0,Not Ejected,Unknown,Knee-Lower Leg Foot,Driver,,,,Complaint of Pain or Nausea,Driver,,,M,2024
12855285,4693116,2024-01-04,15:10,9a73c734-781a-43ee-a45a-836b9a576413,Occupant,Unspecified,20580975.0,,,,,,,,,,Registrant,,,F,2024
12853836,4692828,2024-01-04,8:30,d3c5fd37-f0b6-46db-a33a-697c164446b3,Occupant,Unspecified,20580152.0,68.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,F,2024
12852928,4692767,2024-01-04,10:13,e8e8e873-d23e-48a7-80a4-21520125a107,Occupant,Unspecified,20579635.0,,,,,,,,,,Registrant,,,M,2024
12854185,4692823,2024-01-04,20:35,2f7cb81e-fc12-4e82-80d0-fc652c5102a0,Occupant,Unspecified,20580363.0,45.0,Not Ejected,Does Not Apply,Does Not Apply,Driver,Lap Belt & Harness,,,Does Not Apply,Driver,,,M,2024
12854177,4692812,2024-01-04,11:30,3cc65679-bc78-4d19-8c7e-3b79ffdadf03,Occupant,Unspecified,20580354.0,56.0,,,,,,,,,Registrant,,,M,2024
12852660,4692665,2024-01-04,0:17,9862178f-1eeb-4fd6-ad26-49e2d23aab0a,Occupant,Unspecified,20579481.0,27.0,Not Ejected,Does Not Apply,Does Not Apply,"Front passenger, if two or more persons, including the driver, are in the front seat",Unknown,,,Does Not Apply,Passenger,,,F,2024
12852932,4692767,2024-01-04,10:13,22d279c2-e7d8-4b59-a286-61b4ea10e9f5,Occupant,Unspecified,20579633.0,39.0,,,,,,,,,Registrant,,,M,2024
